query,tweet_date,username,name,text,url,translated_text,CLASSIFICACAO
Morbius,1 Mar 2022,@metalrulestv,Jeff Rappaport,Check out Morbius The Living Vampire #9 Comic Book Nightmare Ron Wagner Gregory Wright ebay.com/itm/Morbius-The-Liv… @eBay,https://nitter.net/metalrulestv/status/1498809881327026177#m,Check out Morbius The Living Vampire #9 Comic Book Nightmare Ron Wagner Gregory Wright ebay.com/itm/Morbius-The-Liv… @eBay,0
Morbius,1 Mar 2022,@metalrulestv,Jeff Rappaport,Check out Morbius The Living Vampire #11 Comic Book Guest Starring Nightstalkers Horror ebay.com/itm/Morbius-The-Liv… @eBay,https://nitter.net/metalrulestv/status/1498809829179240453#m,Check out Morbius The Living Vampire #11 Comic Book Guest Starring Nightstalkers Horror ebay.com/itm/Morbius-The-Liv… @eBay,0
Morbius,1 Mar 2022,@metalrulestv,Jeff Rappaport,Check out Morbius The Living Vampire #15 Comic Book Guest Starring Ghost Rider Horror '93 ebay.com/itm/Morbius-The-Liv… @eBay,https://nitter.net/metalrulestv/status/1498809780558868489#m,Check out Morbius The Living Vampire #15 Comic Book Guest Starring Ghost Rider Horror '93 ebay.com/itm/Morbius-The-Liv… @eBay,0
Morbius,1 Mar 2022,@metalrulestv,Jeff Rappaport,Check out Morbius The Living Vampire #10 Comic Book Horror First Son Dracula Marvel 1993 ebay.com/itm/Morbius-The-Liv… @eBay,https://nitter.net/metalrulestv/status/1498809726058045441#m,Check out Morbius The Living Vampire #10 Comic Book Horror First Son Dracula Marvel 1993 ebay.com/itm/Morbius-The-Liv… @eBay,0
Morbius,1 Mar 2022,@mozsab,Doomy McDoom Butt,Dangerous morbius is not gonna see this 6 times,https://nitter.net/mozsab/status/1498809709641404418#m,Dangerous morbius is not gonna see this 6 times,0
Morbius,1 Mar 2022,@harls22sky,Sky 🍉,Imagine if they used the money from Morbius and put that towards No Way Home,https://nitter.net/harls22sky/status/1498809296255176705#m,Imagine if they used the money from Morbius and put that towards No Way Home,1
Morbius,1 Mar 2022,@mysturlove,Mystur Love,No one asked for #Morbius.. Where is the #xmen #STORM,https://nitter.net/mysturlove/status/1498808900191145991#m,No one asked for #Morbius.. Where is the #xmen #STORM,0
Morbius,1 Mar 2022,@AllComics10,All Comics,El multiverso de Andrew se agranda 🤩🕷️ #SpiderMan #Morbius #Punisher,https://nitter.net/AllComics10/status/1498808894679924740#m,El multiverso de Andrew se agranda 🤩🕷️ #SpiderMan #Morbius #Punisher,0
Morbius,1 Mar 2022,@OrpheusBloom,Orfeo,"morbius has that cringy venom joke and looks like a 2000s superhero movie in a BAD way, I PROMISE you no one is hyped for this",https://nitter.net/OrpheusBloom/status/1498808740862214147#m,"morbius has that cringy venom joke and looks like a 2000s superhero movie in a BAD way, I PROMISE you no one is hyped for this",1
Morbius,1 Mar 2022,@natsmocha,anna ⧗,Bye morbius,https://nitter.net/natsmocha/status/1498808444509319169#m,Bye morbius,1
Morbius,1 Mar 2022,@butlerofdogs,Butler of Dogs 🇵🇷🇺🇸🌍🌱💚,Kevin Feige is not associated with Morbius so I expect it to be just another dud like Venom.,https://nitter.net/butlerofdogs/status/1498808313047404549#m,Kevin Feige is not associated with Morbius so I expect it to be just another dud like Venom.,1
Morbius,1 Mar 2022,@jarrusyndulla,max? akotsk era,the only reason i'm even considering seeing morbius is because of matt smith,https://nitter.net/jarrusyndulla/status/1498808009312837635#m,the only reason i'm even considering seeing morbius is because of matt smith,0
Morbius,1 Mar 2022,@Francon83020519,Franconero,"La espera llegó a su fin para ver The Batman, morbius, Caballero luna, las otras bienvenidas a la cartelera y llaman mucho la atención., 👍🎉✔️",https://nitter.net/Francon83020519/status/1498807297530867716#m,"The wait is over to see The Batman, Morbius, Moon Knight, the others welcome to the billboard and attract a lot of attention., 👍🎉✔️",0
Morbius,1 Mar 2022,@maca1kanobi,Glen McGregor,"I can’t wait for this movie.., always loved the character and have a massive Morbius collection..!",https://nitter.net/maca1kanobi/status/1498806658906173446#m,"I can’t wait for this movie.., always loved the character and have a massive Morbius collection..!",1
Morbius,1 Mar 2022,@Mar_Tesseract,Marvel Tesseract,MORBIUS the Living Vampire vs. BLADE the Vampire Slayer,https://nitter.net/Mar_Tesseract/status/1498806547786436609#m,MORBIUS the Living Vampire vs. BLADE the Vampire Slayer,0
Morbius,1 Mar 2022,@THECAPITALGUY,thecapitalguy,they should introduce Morbius to the MCU and rename the marvel cinematic universe to Morbius cinematic universe then kill off all the heroes except morbius,https://nitter.net/THECAPITALGUY/status/1498806130436448257#m,they should introduce Morbius to the MCU and rename the marvel cinematic universe to Morbius cinematic universe then kill off all the heroes except morbius,0
Morbius,1 Mar 2022,@RubiZum4,Rubí,Morbius no se estrenaba el 1 de Abril?,https://nitter.net/RubiZum4/status/1498805977948340232#m,Wasn't Morbius released on April 1?,0
Morbius,1 Mar 2022,@blinkybugs_,kaleb,"why cant we enjoy a dc movie without comparing it to marvel? i’m looking forward to morbius, but right now for me: the batman > morbius time will tell",https://nitter.net/blinkybugs_/status/1498805854598045696#m,"why cant we enjoy a dc movie without comparing it to marvel? i’m looking forward to morbius, but right now for me: the batman > morbius time will tell",1
Morbius,1 Mar 2022,@DonELichterman,Sunset,MORBIUS – 6 Minutes Trailers (2022) media.sunset-tv.com/morbius-…,https://nitter.net/DonELichterman/status/1498805818959011843#m,MORBIUS – 6 Minutes Trailers (2022) media.sunset-tv.com/morbius-…,0
Morbius,1 Mar 2022,@danielurb01,Daniel 🐢,Morbius will be the first movie in history to sell 17 trillion tickets,https://nitter.net/danielurb01/status/1498805418050691072#m,Morbius will be the first movie in history to sell 17 trillion tickets,1
Morbius,1 Mar 2022,@Viniciu88520541,Vinicius,Verdade morbius maior filme do ano,https://nitter.net/Viniciu88520541/status/1498803349839351808#m,Truth morbius biggest film of the year,0
Morbius,1 Mar 2022,@sempai0303,Marreta Preta,"É inadimissivel você ter esquecido do mito supremo Morbius, ele sola todo e qualquer filme existente",https://nitter.net/sempai0303/status/1498802963522932738#m,"It is unacceptable that you have forgotten the supreme myth Morbius, it undermines any and all existing films",0
Morbius,1 Mar 2022,@BODIEnDOYLE77,Gavin Robert Hall,"@NewRockstars @eavoss If Morbius is set in the Venomverse, how do we get Spiderman? When Brock/Venom shifted universes and saw Spiderman on the TV, surely there would have been more recognition? Venom knew of Spiderman, but Brock didn't, so how could he exist in the Venomverse?",https://nitter.net/BODIEnDOYLE77/status/1498802868828061696#m,"@NewRockstars @eavoss If Morbius is set in the Venomverse, how do we get Spiderman? When Brock/Venom shifted universes and saw Spiderman on the TV, surely there would have been more recognition? Venom knew of Spiderman, but Brock didn't, so how could he exist in the Venomverse?",0
Morbius,1 Mar 2022,@septienes,Sir Rafael 'Raggedy' Ramirez III,"I just realized...what happened to that Morbius movie with Jared Leto? That's coming out this year, right?",https://nitter.net/septienes/status/1498802677643415561#m,"I just realized...what happened to that Morbius movie with Jared Leto? That's coming out this year, right?",1
Morbius,1 Mar 2022,@gabeomatriz,gabeomatriz,eu não diria isso sem antes ver doutor estranho 2 e morbius,https://nitter.net/gabeomatriz/status/1498802588816396295#m,I wouldn't say that without first seeing Doctor Strange 2 and Morbius,0
Morbius,1 Mar 2022,@Morbius_Jr,GoldBerg,🤣🤣🤣🤣 kalizid mdomo sana kuchonga kumanyokooo hakooo,https://nitter.net/Morbius_Jr/status/1498801943266869252#m,🤣🤣🤣🤣 It's too hard to carve the mouth,0
Morbius,1 Mar 2022,@IGNLatam,IGN Latinoamérica,"Warner Bros. anunció la suspensión del estreno de #TheBatman en Rusia debido a la situación en conflicto con Ucrania. Así mismo, otros estudios como Sony Pictures y Disney informaron que también cancelarán sus próximos estrenos en suelo ruso, entre los que se encuentran Morbius.",https://nitter.net/IGNLatam/status/1498801506572595202#m,"Warner Bros. announced the suspension of the premiere of #TheBatman in Russia due to the conflict situation with Ukraine. Likewise, other studios such as Sony Pictures and Disney reported that they will also cancel their upcoming releases on Russian soil, including Morbius.",0
Morbius,1 Mar 2022,@lux43terna,himejoshi sayaka miki,don't fuck with us morbius fans we don't exist,https://nitter.net/lux43terna/status/1498800996348162051#m,don't fuck with us morbius fans we don't exist,0
Morbius,1 Mar 2022,@NaR__16,NaR,"Es de coña que saquen esas pelis muy buena taquilla, a ver si con Morbius esa racha acaba o ratifica que son los putos amos",https://nitter.net/NaR__16/status/1498799285260926980#m,"It's a joke that they release those movies with very good box office, let's see if with Morbius that streak ends or confirms that they are the fucking masters",0
Morbius,1 Mar 2022,@jack_garrick,.,"I could not give a single shit about morbius, sorry lol",https://nitter.net/jack_garrick/status/1498798993727541251#m,"I could not give a single shit about morbius, sorry lol",1
Morbius,1 Mar 2022,@croquet_13,Crøquet 🪷,"Lo bueno de Sony es que nunca sabes qué te vas a encontrar. Te puede hacer la mejor peli de la historia del género como Into the Spider-Verse, un bodrio de dimensiones bíblicas como Venom 2, una peli que solo vamos a ver en el cine Leto y yo como Morbius... Nah, son los mejores",https://nitter.net/croquet_13/status/1498798442382041089#m,"The good thing about Sony is that you never know what you are going to find. It can make you the best movie in the history of the genre like Into the Spider-Verse, a mess of biblical dimensions like Venom 2, a movie that we are only going to see in the cinema Leto and I like Morbius... Nah, they are the best",0
Morbius,1 Mar 2022,@theshadfather87,🥳 The Shadfather😁 5 Days Til RE9,i'm not really excited for Morbius as much as i thought.,https://nitter.net/theshadfather87/status/1498797962037710848#m,i'm not really excited for Morbius as much as i thought.,1
Morbius,2 Mar 2022,@CaptainGalxy,Cap☆,I have made it to level 10 in the Morbius Discord. LET’S GOOOO,https://nitter.net/CaptainGalxy/status/1499172654711902211#m,I have made it to level 10 in the Morbius Discord. LET’S GOOOO,1
Morbius,2 Mar 2022,@JaviCarrascoTv,Javi Carrasco,"Esta semana en Megacine en @CANAL33 gran estreno de Batman. Y avance de tres de las películas más esperadas. Animales Fantásticos 3, Elvis y Morbius. ¡No te lo puedes perder! piped.video/0vGxXERHVyM #Cinema #Morbius #Batman #AnimalesFantasticos3 #Elvis #Marvel",https://nitter.net/JaviCarrascoTv/status/1499166960310960131#m,"This week at Megacine on @CANAL33 grand premiere of Batman. And previews of three of the most anticipated films. Fantastic Beasts 3, Elvis and Morbius. You can't miss it! piped.video/0vGxXERHVyM #Cinema #Morbius #Batman #FantasticAnimales3 #Elvis #Marvel",0
Morbius,2 Mar 2022,@byrmseoul,mia⁷,o loki e o morbius eu amo,https://nitter.net/byrmseoul/status/1499166382654738436#m,I love Loki and Morbius,1
Morbius,2 Mar 2022,@kngofLosTkngs,Vendrick (RE9),The Batman é o tipo de filme de heroi q te da aquele respiro no meio dos blockbusters... Me sinto revigorado pra assistir o próximo E vai ser Morbius,https://nitter.net/kngofLosTkngs/status/1499165220597637124#m,The Batman is the kind of hero film that gives you that breather in the middle of the blockbusters... I feel invigorated to watch the next one And it will be Morbius,0
Morbius,2 Mar 2022,@morbius_sire,Xhalax Sevatarion Grimnar,"I’m cold, tired and sick of everyone’s bullshit. I’m going to bed.",https://nitter.net/morbius_sire/status/1499164943446335488#m,"I’m cold, tired and sick of everyone’s bullshit. I’m going to bed.",1
Morbius,2 Mar 2022,@bigwigfiver,thlayli,euronews.com/my-europe/2021/…,https://nitter.net/bigwigfiver/status/1499163942169767939#m,euronews.com/my-europe/2021/…,0
Morbius,2 Mar 2022,@bigwigfiver,thlayli,"Precis. Jag ber om ursäkt. Det är förbi läggdags. Dock finns det ett sånt fall, i Tjeckien tror jag.",https://nitter.net/bigwigfiver/status/1499163373283463168#m,"Just. I apologize. It's past bedtime. However, there is such a case, in the Czech Republic, I think.",0
Morbius,2 Mar 2022,@lyspitico,Lyss🩸📼- ama Hades 2!,Mas ei tu vai assistir Morbius qnd sair pq sla tô com um pé atrás--,https://nitter.net/lyspitico/status/1499162187461533705#m,"But hey, you're going to watch Morbius when it comes out because I'm a bit behind--",1
Morbius,2 Mar 2022,@mike_morbius,🦇Mike🧪Morbius🦇🕸️⚰️🏰🪓,Prejudicerande?,https://nitter.net/mike_morbius/status/1499161854794514432#m,Prejudicial?,0
Morbius,2 Mar 2022,@404ZackNotFound,Zack (Chucky Enthusiast),The police when I say I'm gonna see Morbius,https://nitter.net/404ZackNotFound/status/1499161647788662787#m,The police when I say I'm gonna see Morbius,0
Morbius,2 Mar 2022,@thelakeslikeme,Brenelli ❤️‍🔥,Mds os trailers de morbius e animais fantásticos tão muuuito bons scrr quero ver logo,https://nitter.net/thelakeslikeme/status/1499161269877760001#m,"Damn the trailers for Morbius and Fantastic Beasts are sooooo good, I want to see them soon",0
Morbius,2 Mar 2022,@loverboyJermey,Big Uce,Morbius coming out when Brodie,https://nitter.net/loverboyJermey/status/1499160856294305797#m,Morbius coming out when Brodie,0
Morbius,2 Mar 2022,@vilao_especie,Todo Dia um vilão e sua espécie,"Nome: Morbius ( Michael Morbius) Poderes: Super sentidos,hipnotismo,fator de cura,força sobre-humana Espécie: Humano(Mutado) Terra Natal: Grécia Franquia: Homem Aranha/Marvel",https://nitter.net/vilao_especie/status/1499160490433556481#m,"Name: Morbius (Michael Morbius) Powers: Super senses, hypnotism, healing factor, superhuman strength Species: Human (Mutant) Homeland: Greece Franchise: Spider-Man/Marvel",0
Morbius,2 Mar 2022,@littlee_ady,Ady 🖤,😂😂😂,https://nitter.net/littlee_ady/status/1499160317401706497#m,,0
Morbius,2 Mar 2022,@TORTADEM0RANGO,camz⋆ 🍓,e por onde anda morbius um beijo para o jared leto,https://nitter.net/TORTADEM0RANGO/status/1499159297527365633#m,and where is morbius a kiss for jared leto,0
Morbius,2 Mar 2022,@CaptainGalxy,Cap☆,The Morbius voice chat on discord is going to be INSANE,https://nitter.net/CaptainGalxy/status/1499159265113559041#m,The Morbius voice chat on discord is going to be INSANE,0
Morbius,2 Mar 2022,@Morbius_Fan1,Saint Chama 🗿,,https://nitter.net/Morbius_Fan1/status/1499159071655698433#m,,0
Morbius,2 Mar 2022,@iAmBeowulfJones,B€@WU£F Jones,"Terrence Malick has worked w 3 Batmans, 1 Superman, Carnage, Taskmaster, 1 Thor, Hela, 1 Punisher, The Leader, Bullseye, The Penguin, Cyclops, 1 Joker, Morbius, 1 Inglorious Basterd, Shakespeare, 2 Jesus Christs, and Danny Zuko #ArthouseCinema",https://nitter.net/iAmBeowulfJones/status/1499159053674508290#m,"Terrence Malick has worked w 3 Batmans, 1 Superman, Carnage, Taskmaster, 1 Thor, Hela, 1 Punisher, The Leader, Bullseye, The Penguin, Cyclops, 1 Joker, Morbius, 1 Inglorious Basterd, Shakespeare, 2 Jesus Christs, and Danny Zuko #ArthouseCinema",0
Morbius,2 Mar 2022,@wiII_t4,Will ❁,"O Marvete nem esconde a preferência, mesmo todo mundo sabendo que esse Morbius vai ser uma merda",https://nitter.net/wiII_t4/status/1499158548378525697#m,"Marvete doesn't even hide his preference, even though everyone knows that this Morbius is going to be shit",1
Morbius,2 Mar 2022,@irvinSalazar21,Irvin Salazar,Oh fuck morbius😱,https://nitter.net/irvinSalazar21/status/1499158264273113091#m,Oh fuck morbius😱,1
Morbius,2 Mar 2022,@bigwigfiver,thlayli,Det finns ett precederande fall i EU-domstolen.,https://nitter.net/bigwigfiver/status/1499157750336659456#m,There is a precedent case in the European Court of Justice.,0
Morbius,2 Mar 2022,@LexiTalksComix,AlexisTalksComics(הִיא/She/Her) ✡️,Tim can be in a ward named after Tony for his charitable contributions and Morbius can be his doctor😂,https://nitter.net/LexiTalksComix/status/1499157735824318473#m,Tim can be in a ward named after Tony for his charitable contributions and Morbius can be his doctor😂,0
Morbius,2 Mar 2022,@mxdwn,Raymond Flotat,via @mxdwnmovies: @Disney Pulls Upcoming Films From Russia; @warnerbros and @Sony Delay '@TheBatman' and '@MorbiusMovie' #Disney #Sony #WarnerBros #TheBatman #Morbius movies.mxdwn.com/news/disney…,https://nitter.net/mxdwn/status/1499157605838585862#m,via @mxdwnmovies: @Disney Pulls Upcoming Films From Russia; @warnerbros and @Sony Delay '@TheBatman' and '@MorbiusMovie' #Disney #Sony #WarnerBros #TheBatman #Morbius movies.mxdwn.com/news/disney…,0
Morbius,2 Mar 2022,@SonyPicturesArg,Sony Pictures Argentina,"¡Falta UN MES para conocer a #Morbius! Estreno 31 de marzo, exclusivamente en cines 🎬",https://nitter.net/SonyPicturesArg/status/1499157603267403776#m,"ONE MONTH left until we meet #Morbius! Premieres March 31, exclusively in theaters 🎬",0
Morbius,2 Mar 2022,@NicholasJLevi,Nicholas,"How will you fit Iron Man, Venom, & Morbius into that though?",https://nitter.net/NicholasJLevi/status/1499157195300257802#m,"How will you fit Iron Man, Venom, & Morbius into that though?",0
Morbius,2 Mar 2022,@mike_morbius,🦇Mike🧪Morbius🦇🕸️⚰️🏰🪓,Brinn i helvetet.,https://nitter.net/mike_morbius/status/1499156710304407557#m,Burn in hell.,1
Morbius,2 Mar 2022,@MovieSystem,TheMovieSystem,THE BATMAN will not be Releasing in Russia; Morbius and Possibly Doctor Strange Too! themoviesystem.wordpress.com…,https://nitter.net/MovieSystem/status/1499156480192303109#m,THE BATMAN will not be Releasing in Russia; Morbius and Possibly Doctor Strange Too! themoviesystem.wordpress.com…,0
Morbius,2 Mar 2022,@Morbius_Fan1,Saint Chama 🗿,MotM 3,https://nitter.net/Morbius_Fan1/status/1499156379935858697#m,MotM 3,0
Morbius,2 Mar 2022,@oscarsalas,Óscar Salas,"Mientras trabajo en casa he estado repitiendo la serie de /rei-dio-act-iv/ Spider-Man y particularmente en la segunda temporada tengo claro que los ejecutivos de Marvel/Sony hacen lo mismo que yo. Kingpin, Morbius, Kraven, Blade, hasta cameo de Daredevil. De manual. En Disniplas.",https://nitter.net/oscarsalas/status/1499156181922635777#m,"While I'm working at home I've been replaying the /rei-dio-act-iv/ Spider-Man series and particularly in the second season it's clear to me that the Marvel/Sony executives are doing the same thing as me. Kingpin, Morbius, Kraven, Blade, even Daredevil cameo. Manual. In Disniplas.",0
Morbius,2 Mar 2022,@whoupjerkin,fortnite balls,ayo morbius is greek in the comics,https://nitter.net/whoupjerkin/status/1499155845464174593#m,ayo morbius is greek in the comics,1
Morbius,2 Mar 2022,@Huntzilla99,Huntzilla,Morbius need to be here too,https://nitter.net/Huntzilla99/status/1499155776086159360#m,Morbius need to be here too,0
Morbius,2 Mar 2022,@manualtolyf,Manual To Lyf,"Jared Leto Talks About the Lore of ""Morbius"" in New Featurette krisiskomix.blogspot.com/202…",https://nitter.net/manualtolyf/status/1499154057017315329#m,"Jared Leto Talks About the Lore of ""Morbius"" in New Featurette krisiskomix.blogspot.com/202…",0
Morbius,2 Mar 2022,@mike_morbius,🦇Mike🧪Morbius🦇🕸️⚰️🏰🪓,Mjölk till din semla? 🧐,https://nitter.net/mike_morbius/status/1499152501278494724#m,Milk for your semla? 🧐,0
Morbius,2 Mar 2022,@keyofmgy,"Allison || status moonsick, adrift 🚫🧊",HOLY SHIT MATT-SMITH-IN-MORBIUS CONTENT????????,https://nitter.net/keyofmgy/status/1499152189624930305#m,HOLY SHIT MATT-SMITH-IN-MORBIUS CONTENT????????,0
Morbius,2 Mar 2022,@azylum0828,Chris Azylum,"Day 1:Playboi Carti,Pitbull Night 1:NAV Day 3:Don Toliver,Paul Heyman,CDTV,Raven from TTG Night 3:WordGirl,Robot Chicken,Angelina Ballerina Day 4:Alex The Lion Arena Event:Hades,Morbius,Belly,McGregor Houghton",https://nitter.net/azylum0828/status/1499152131252752387#m,"Day 1:Playboi Carti,Pitbull Night 1:NAV Day 3:Don Toliver,Paul Heyman,CDTV,Raven from TTG Night 3:WordGirl,Robot Chicken,Angelina Ballerina Day 4:Alex The Lion Arena Event:Hades,Morbius,Belly,McGregor Houghton",0
Morbius,3 Mar 2022,@Y_Si_Te_Ries1,the fitness girl,No estoy de acuerdo pero efe,https://nitter.net/Y_Si_Te_Ries1/status/1499534630210449413#m,I don't agree but hey,0
Morbius,3 Mar 2022,@AGCommentary80,AG Commentary,"More Strange News, Beetlejuice, Henry Cavill, Morbius, and MORE! | The S... piped.video/1uiDwwg42RA via @YouTube",https://nitter.net/AGCommentary80/status/1499534343298895887#m,"More Strange News, Beetlejuice, Henry Cavill, Morbius, and MORE! | The S... piped.video/1uiDwwg42RA via @YouTube",0
Morbius,3 Mar 2022,@FreshIbz13858,Player456,Is Morbius part of TASM universe or MCU? Could he join the Midnight sons in the MCU?,https://nitter.net/FreshIbz13858/status/1499534238407921669#m,Is Morbius part of TASM universe or MCU? Could he join the Midnight sons in the MCU?,0
Morbius,3 Mar 2022,@camargo_kaylani,camargo,"já se programe para o Batman, Morbius e Animais Fantástico KKK",https://nitter.net/camargo_kaylani/status/1499534233152413696#m,"Get ready for Batman, Morbius and Fantastic Beasts KKK",0
Morbius,3 Mar 2022,@Fool_Fiction,Fool Fiction,Morbius still wont be in theaters,https://nitter.net/Fool_Fiction/status/1499533650701864971#m,Morbius still wont be in theaters,0
Morbius,3 Mar 2022,@bamp_podcast,Bloody Awesome Movie Podcast,"This week, we're reviewing #Dog, chatting the #Morbius and #FantasticBeasts trailers, the #SAGAwards winners and MORE! ▶️ linktr.ee/bamp #moviepodcast #popculture #popculturepodcast #shpoll22 #dogmovie #FantasticBeasts3 #podcasthq",https://nitter.net/bamp_podcast/status/1499533458191921152#m,"This week, we're reviewing #Dog, chatting the #Morbius and #FantasticBeasts trailers, the #SAGAwards winners and MORE! ▶️ linktr.ee/bamp #moviepodcast #popculture #popculturepodcast #shpoll22 #dogmovie #FantasticBeasts3 #podcasthq",0
Morbius,3 Mar 2022,@lola_astro,🍭Odette La Cheetos🍭,"Me da curiosidad su dentadura y colmillos, no son los de un murciélago si no más parecido a un vampiro humano como en las leyendas 🤔🤭🤭🦇 ya ando divagando #Vampire #Morbius #jojo #jojosphantomblood",https://nitter.net/lola_astro/status/1499531668062937088#m,"I'm curious about his teeth and fangs, they are not those of a bat but more similar to a human vampire like in the legends 🤔🤭🤭🦇 I'm already rambling #Vampire #Morbius #jojo #jojosphantomblood",0
Morbius,3 Mar 2022,@KeelyPereira,KeelyPereira,Ansiosa pro filme do Morbius,https://nitter.net/KeelyPereira/status/1499530749573226499#m,Excited for the Morbius movie,0
Morbius,3 Mar 2022,@Morbius_Fan1,Saint Chama 🗿,,https://nitter.net/Morbius_Fan1/status/1499530696997621765#m,,0
Morbius,3 Mar 2022,@naim_7_7_naim,Agnomen-Opel Corsa,Si no contamos a Morbius o si le tenemos muchísima fé De diciembre a mayo no hemos tenido un producto de super héroes o de las guerras estrellas malo,https://nitter.net/naim_7_7_naim/status/1499530568056328196#m,"If we don't count Morbius or if we have a lot of faith in him, from December to May we have not had a bad superhero or star wars product.",0
Morbius,3 Mar 2022,@BuzzFeedRewind,BuzzFeed Rewind,"Including Morbius, season two of Bridgerton, and The Batman. buzzfeed.com/sam_cleal/new-t…",https://nitter.net/BuzzFeedRewind/status/1499529439998357512#m,"Including Morbius, season two of Bridgerton, and The Batman. buzzfeed.com/sam_cleal/new-t…",0
Morbius,3 Mar 2022,@Morbius_Fan1,Saint Chama 🗿,Ja to Celtics confirmed?,https://nitter.net/Morbius_Fan1/status/1499528627981008896#m,Ja to Celtics confirmed?,0
Morbius,3 Mar 2022,@ExtSourSkittles,˗ˏˋ Luce//24 🎗ˎˊ˗,MORBIUS DOES NOT EXIST,https://nitter.net/ExtSourSkittles/status/1499528205069398022#m,MORBIUS DOES NOT EXIST,0
Morbius,3 Mar 2022,@_Reesey3,Ty 🧪,Morbius comes out in April on the 1st,https://nitter.net/_Reesey3/status/1499527264383422467#m,Morbius comes out in April on the 1st,0
Morbius,3 Mar 2022,@dragon_lytherin,Sol 💚🐍,"¡Qué les cuesta respetar los ships! Si fuera al revés, alguien insultando Morbius, seguro que no lo vería bien 😒",https://nitter.net/dragon_lytherin/status/1499525691414568962#m,"How difficult it is for them to respect the ships! If it were the other way around, someone insulting Morbius, I'm sure he wouldn't see it well 😒",0
Morbius,3 Mar 2022,@seelkadoom_the,Lord Seelkadoom The Hedgehog ( God Of Destruction),So everyone imagine me as Morbius,https://nitter.net/seelkadoom_the/status/1499524850725105669#m,So everyone imagine me as Morbius,0
Morbius,3 Mar 2022,@brian_shoots,I’m Brian Knockin,I don’t know why lol but I’m gonna go see Morbius,https://nitter.net/brian_shoots/status/1499524538802917398#m,I don’t know why lol but I’m gonna go see Morbius,1
Morbius,3 Mar 2022,@ethan_is_kewl,ethan,Morbius is like the Citizen Kane of movies,https://nitter.net/ethan_is_kewl/status/1499524352001200144#m,Morbius is like the Citizen Kane of movies,1
Morbius,3 Mar 2022,@patriciacunha25,Paty,Preciso ver Morbius,https://nitter.net/patriciacunha25/status/1499524142437130243#m,I need to see Morbius,1
Morbius,3 Mar 2022,@FlexyJg,Flexy JG Studio,J'irais le voir alors il y'a Morbius aussi a voir il sort bientôt 😉,https://nitter.net/FlexyJg/status/1499524078352412673#m,"I'll go see it so there's also Morbius to see, it's coming out soon 😉",0
Morbius,3 Mar 2022,@lycaonkisser,luiza ☽☾ lycaon's firefly,acabei de lembrar que no final do mês/começo do mês que vem tem morbius CHEGA estou falida,https://nitter.net/lycaonkisser/status/1499522923383726083#m,"I just remembered that at the end of the month/beginning of next month there is morbius, I'm bankrupt",0
Morbius,3 Mar 2022,@miqueiasilva713,Crise dos Infinitos Miqueias,"De boas, ADM, muita gente tá se confundindo com o fato de lá nos EUA, 'Morbius' lançar dia 1 de abril",https://nitter.net/miqueiasilva713/status/1499522064818098178#m,"Good luck, ADM, a lot of people are getting confused by the fact that in the USA, 'Morbius' will be released on April 1st",0
Morbius,3 Mar 2022,@sempygetshis,Alex⚜️,🚨NEW VIDEO: piped.video/56fBWR83pWE How Spider-Man: No Way Home might have indirectly setup piece of the #Morbius movie — explaining the Venom/Toney/Andrew easter eggs. Check it and drop ya theories in the comments🙏🏼,https://nitter.net/sempygetshis/status/1499520553945911300#m,🚨NEW VIDEO: piped.video/56fBWR83pWE How Spider-Man: No Way Home might have indirectly setup piece of the #Morbius movie — explaining the Venom/Toney/Andrew easter eggs. Check it and drop ya theories in the comments🙏🏼,0
Morbius,3 Mar 2022,@PopCulMinefield,Pop Culture Minefield,"🚨TONIGHT @ 6pm CST The Scoop Zone!🚨 New episode discussing more @MikeySutton1 @GeekosityMag scoops and news! Doctor Strange, Henry Cavill, Morbius, and more! Join us in the chat! ▶️piped.video/1uiDwwg42RA",https://nitter.net/PopCulMinefield/status/1499517947232010243#m,"🚨TONIGHT @ 6pm CST The Scoop Zone!🚨 New episode discussing more @MikeySutton1 @GeekosityMag scoops and news! Doctor Strange, Henry Cavill, Morbius, and more! Join us in the chat! ▶️piped.video/1uiDwwg42RA",0
Morbius,3 Mar 2022,@davidpuma,el tío dave,Si ; la de morbius no sale este mes ? La de teoría ni idea de cuando salga,https://nitter.net/davidpuma/status/1499517403390169088#m,"Yeah ; The Morbius one isn't coming out this month? The one with theory, no idea when it comes out",0
Morbius,3 Mar 2022,@juliamacielf,Julia Maciel,"Esse mês ainda tem Morbius, hein 👀",https://nitter.net/juliamacielf/status/1499517206840889345#m,"This month there's still Morbius, huh 👀",0
Morbius,3 Mar 2022,@JoshiKrutarth5,Krutarth🇮🇳,Me Also But I Am More Excited About Morbius,https://nitter.net/JoshiKrutarth5/status/1499514621496938497#m,Me Also But I Am More Excited About Morbius,1
Morbius,3 Mar 2022,@Boty1312,Boty,Batman: Check. Siguiente parada: Morbius. Que gran momento para ser geek.,https://nitter.net/Boty1312/status/1499514584922607625#m,Batman: Check. Next stop: Morbius. What a great time to be a geek.,0
Morbius,3 Mar 2022,@HormigasM,Hormigas De Marte,"🍿Tráiler de #Morbius, en cines este 31 de marzo",https://nitter.net/HormigasM/status/1499513478838693895#m,"🍿Trailer for #Morbius, in theaters this March 31",0
